asn,hege
3356,0.13823094033028635
1299,0.10452238742371445
174,0.0683974032488489
6939,0.06183256593931285
7018,0.05648153847140419
2914,0.05368953320410784
4134,0.05142078446446892
3257,0.049615995765440846
209,0.04552486697946101
721,0.029406405344175345
4837,0.026545826078059526
7922,0.02584526750153234
6453,0.025345466092765057
701,0.024498664237180064
6762,0.021435549584055795
12956,0.02021085567362119
5511,0.019440612011432316
58453,0.01911754403613892
9808,0.018707584200796972
17676,0.01854126813507213
4766,0.018498646669755973
3320,0.017333339813576057
7843,0.014228780058536193
6461,0.012738831264684879
27064,0.011947224320465343
1239,0.011863439830231928
1273,0.011688287339828891
71,0.011565435709946054
6167,0.010720734053476955
6830,0.01050569472746741
4713,0.010421528872353635
16509,0.0102997810180461
9318,0.009369193835328714
2828,0.009183491357744605
3491,0.008743755676482362
367,0.008484788099843574
4637,0.008361220713396815
3786,0.008155598715344065
3269,0.008055908293458598
2516,0.00785340068593324
2152,0.007822954265024626
8075,0.007383430313146108
9394,0.007109045019489243
3215,0.007085363332040243
10429,0.006548989411700873
4538,0.0060571171409734
2686,0.005980137393647593
3549,0.005947130755178539
31399,0.005895814063234405
714,0.005883408411067124
9498,0.005874157670162895
1221,0.005870070439713492
8452,0.005769516717374132
7377,0.005764476800810392
2647,0.005579636296957947
4230,0.0055616792267849605
22773,0.005533154526028566
5650,0.005405989095154843
22822,0.005384942661909862
15557,0.005318026672237097
2497,0.005194409969850204
12389,0.005149568258703329
10026,0.005133208845878078
7029,0.005128342157487561
3462,0.005104435916827395
8151,0.005057874065483735
8881,0.004851201752081517
9680,0.00483708076914616
7738,0.0048004922042476405
2856,0.004704474983742766
22394,0.004573176238202667
4847,0.004537958044956267
5400,0.004527581502580555
286,0.0044367712024416086
21928,0.0044324709473423885
10507,0.00439364300995317
12322,0.004297741554562001
7473,0.004272416653776567
26599,0.004253771954602308
2907,0.0042364588804708345
20115,0.004050571525518096
4249,0.0040406561264648136
15412,0.003990670391752233
3,0.003978350676329351
3352,0.003914585645613842
1103,0.003858384304071967
26615,0.003662015685877656
14618,0.003617075115116357
9002,0.0036015805610003994
4812,0.0035968839613588527
2119,0.0035309242360506356
2603,0.00351564785497612
7713,0.003466394435913124
575,0.0034212036502031607
306,0.0034212036502031607
5089,0.0034156071573264142
7332,0.0033752346690932
17858,0.0033293437039038968
577,0.0032383639465017847
28573,0.003231661122986564
1257,0.0032013732035614043
9121,0.0031948484118050117
3910,0.0031942584429380406
702,0.0031924454489126166
3209,0.003171682181529795
680,0.003151633482865284
3561,0.003147462504374838
37100,0.003095552492749917
3292,0.003004395409994857
6805,0.0029750760555969516
6389,0.002951435004050548
1541,0.002934025124319942
12880,0.0029073750423007447
10796,0.0028752715786016167
4755,0.002853744462656822
1136,0.0028392991145610013
852,0.002826858931958976
3301,0.0028212393786597803
786,0.002759471407713232
4808,0.0026572147290738427
5607,0.002564265991207926
14080,0.0025200376589720815
6713,0.002507477891073058
20001,0.0024973335463669122
12576,0.0024887942009616634
5410,0.002486035445592839
13285,0.002433077308858415
9824,0.0024330082080319545
21320,0.00241053724155339
9505,0.0023657937121425413
1267,0.0023240158440084283
45899,0.0023078150801100383
9644,0.0022915347069583708
8928,0.0022748347097745346
237,0.002254209284679806
10310,0.0022464137839279643
16637,0.00219726513414665
12479,0.00219330569814248
9829,0.0021545277093934683
20940,0.002125719593217012
7545,0.002125660858645435
6327,0.0021041308828431866
6128,0.002093358196236412
7552,0.002057169134253364
1668,0.0020346085031876264
23693,0.0020269999584948775
36992,0.002026565208398156
37963,0.0020203053334322545
3303,0.0019475470124615747
5617,0.0019323587112958776
33363,0.0019295483975816207
48159,0.0019191542205394525
11351,0.001912864745533736
20057,0.0019075943492233
2200,0.0019055340587965203
17506,0.001892895622398294
1659,0.0018876108038733332
4804,0.0018793332205556974
24863,0.0018756034915264866
31133,0.0018641426645171436
11427,0.0018591197822767544
7575,0.0018489367725191676
8167,0.0018377541537994472
30722,0.001831239074282409
4780,0.0017784057977842738
3651,0.0017744125152507288
2381,0.0017555475263310476
812,0.0017403312049115048
22927,0.0017016078049873727
11426,0.0016928971744758258
4826,0.0016857204065939572
7303,0.0016790001525831782
39386,0.0016693672278245489
23520,0.0016686886687340549
12430,0.0016664410948450973
18881,0.0016613091777222643
11003,0.0016258557785220503
27699,0.0016199161511974065
6667,0.0016129418911826183
3216,0.0016039577474238702
26611,0.0016022178208215448
17557,0.0016016474492197442
15169,0.0015892072786910874
10455,0.0015721734340331196
36947,0.0015642811772051152
4788,0.0015509452846266924
13489,0.001536189104348523
36351,0.0015232972791447365
8220,0.0015162114643408329
12874,0.0014918965840373106
6774,0.0014863009897366263
8966,0.0014826615047477956
9924,0.00146819831287738
23724,0.0014531406734544215
20485,0.0014518881057213667
719,0.0014373301529904856
5432,0.001436509015165342
8447,0.0014337984938640165
29049,0.0014131514858755146
3741,0.001393957179202666
8359,0.0013703625775458158
45609,0.0013699468872078173
8048,0.0013674357374251496
81,0.0013546782284945174
7385,0.001341794979513231
45595,0.001326706309734851
2518,0.0013225712081744597
668,0.0012997926211449698
37069,0.0012992525443508572
768,0.0012766464671572645
9143,0.001274714443288937
64049,0.001270695169538995
55836,0.0012704063877079122
34984,0.001268413035623187
1759,0.0012595014809519559
17816,0.0012549471354079238
37353,0.0012532432049769699
2519,0.001247402676636413
7004,0.0012456013483965417
25019,0.0012453543131646437
24835,0.0012271304560702637
33771,0.0012205024197251976
6983,0.0012101081499314406
10481,0.0011977645860056973
4761,0.0011884951243524215
16625,0.0011837330191145192
5713,0.001181552303447131
14962,0.0011772252207099862
46887,0.0011728704651459718
2527,0.0011726790633693278
24785,0.001167792402101892
12271,0.0011615705158518812
385,0.001159793501590854
2510,0.0011524920736283113
9299,0.001149066749031644
17511,0.0011464751832765303
48237,0.0011341669480180805
35819,0.0011191547935412494
7474,0.001112077307182572
16735,0.0011034882817450068
5588,0.0010981713658063624
600,0.0010879834308309382
4152,0.0010792661212295812
20764,0.0010642649865499894
11164,0.0010598964229197687
19108,0.0010566765282411226
51964,0.0010518519639407282
9105,0.0010417779012965613
6739,0.001038264834720381
8657,0.0010348670678709513
17974,0.0010342933750703454
56041,0.0010299559582052679
32098,0.0010254452499381282
7418,0.0010236049955576175
22561,0.0010123325340539687
35994,0.001008837679703936
16276,0.0010006310915675947
137,0.0009912421908716172
9049,0.0009808953811375175
12713,0.0009723479080997543
35916,0.00096689097417547
37168,0.0009642902888034286
4725,0.0009590622283190579
1761,0.000942407213053053
297,0.0009319424442783547
5769,0.0009293289004243783
36994,0.0009262949381341877
12741,0.0009136822967925853
4651,0.0009030182811984342
56046,0.0009028310251547966
9304,0.000900879047998276
8708,0.0009003021259367906
27065,0.0008969797506232938
293,0.0008844932922089169
553,0.0008749006853114476
6619,0.0008716264027520053
5384,0.0008678761326593294
13999,0.0008578287171832441
559,0.0008574265447434573
7470,0.0008484001398680711
4739,0.000846309340968233
9050,0.0008453600651547633
1916,0.0008398405161765544
24560,0.0008390260765242176
3816,0.0008271815522365945
10010,0.0008221989151349229
16086,0.0008191724987445725
27066,0.0008185156637696136
9605,0.0008152659656982229
9158,0.0008131285655202839
6848,0.0008101286187708058
12552,0.0007907106084094515
6799,0.0007878647292887297
6057,0.0007875660709552555
16591,0.0007868805270574982
9116,0.000779791844215772
10013,0.000777457206467147
10620,0.0007751451791413719
7132,0.0007734411691444166
33891,0.0007683647984713595
24608,0.0007606162517989096
2764,0.0007604269482718411
2116,0.0007545125639393397
210,0.0007528372591190274
9269,0.0007500212917713237
23563,0.0007494587065202092
36935,0.0007447361861178656
766,0.0007381645940958797
30844,0.0007314242015115169
17964,0.0007263304826448709
2609,0.0007262701415363422
2860,0.0007253647049283354
29975,0.0007183747408217504
855,0.0007109030884823005
24444,0.0007104319635091105
36937,0.0006998999155449838
31334,0.0006959360909898669
4589,0.0006937900998879852
4809,0.0006911504047596562
56040,0.0006911455796627978
6503,0.0006911296792023313
101,0.0006882062871985934
37693,0.0006833923095156715
9674,0.0006830389545690952
19782,0.0006757483838731613
6922,0.0006730424888641048
8228,0.0006717386777471798
12200,0.0006685400766537321
1213,0.000667805275505075
1101,0.0006669359158446884
58461,0.0006630500665399987
36925,0.0006614899416176489
2514,0.0006600781893302108
8551,0.0006589564198191569
8402,0.0006536189234783103
38091,0.0006478073528659173
15924,0.0006466909012805087
17621,0.0006446761017419728
8190,0.0006442057787827224
197207,0.0006432893545631013
3479,0.0006413996755909549
13127,0.0006399091889087349
5483,0.0006396411684197
1680,0.0006352064460642536
27831,0.0006290075470199454
9812,0.0006255065571163904
3243,0.0006233436301999844
38082,0.0006229268179386586
