asn,hege
16232,0.0006227700358193378
24445,0.0006184896064383487
6871,0.0006114705346969658
2018,0.0006114174340496803
4565,0.0006025035247844328
270,0.0006019088022020024
4760,0.0005986364382694238
17421,0.000595865390514321
10695,0.0005901253204634467
18566,0.0005817508906052928
52320,0.0005797934909096865
9848,0.0005768971856629258
11830,0.0005767981452589179
9595,0.0005759144243442953
18734,0.0005754068128038246
8612,0.0005720413176302089
9198,0.0005663154326327218
13768,0.0005656490001426023
15290,0.0005633753773349068
18101,0.0005585451169472731
22085,0.0005581978011079369
9316,0.0005577469203332572
5610,0.0005575063320630651
4648,0.0005568782458999838
9500,0.0005566923472691531
20676,0.0005540585974788673
7497,0.0005540392853772733
1853,0.0005535054444462397
26769,0.0005531836204459762
21502,0.0005531078426231849
28917,0.0005517127371820338
13237,0.0005504115328655444
27978,0.0005498664365985406
3378,0.0005488049482431712
6730,0.0005476786711668493
18779,0.0005475222001374506
18403,0.0005470109752607214
17552,0.0005457824955713767
12638,0.0005456419379724757
13536,0.0005454695422194552
17709,0.0005426667383953411
6147,0.0005424615992665233
43754,0.0005414587351683175
12083,0.0005400864359839285
37492,0.000539628809233044
5391,0.0005385096064628444
2529,0.0005372035086899145
9457,0.0005358591083474986
36903,0.0005337889729993988
17813,0.0005310750329316629
18676,0.0005261803501125106
37903,0.0005226454788350285
55410,0.0005197373759807096
17623,0.0005193096728997786
10318,0.0005191208273897238
10474,0.0005189009300477579
6849,0.0005125396954285674
24158,0.0005109339448765934
6181,0.0005077863954921088
7046,0.000506647531055335
200612,0.0005018841624378269
13335,0.0004992549459053406
8968,0.0004991260176735884
30036,0.0004959948217525064
36884,0.0004959452607793087
376,0.000494974471947796
19037,0.0004881707934552403
8374,0.0004877542852377117
1764,0.0004847999192795673
22047,0.0004830419917685329
11404,0.0004828294269280491
133612,0.00047882680914448515
24940,0.0004769924537462808
37662,0.00047335542375510713
4657,0.000472522405032929
12714,0.0004720728670842221
59605,0.0004715485457173121
7160,0.0004703629952796369
14061,0.00046495272155046367
2711,0.0004640172166963002
16135,0.0004637561197513828
17638,0.00046148131057820337
158,0.0004609795465447938
9416,0.00045952681596987227
62,0.00045836908898559746
14041,0.0004576436515064311
18126,0.0004566422062848258
9957,0.000455015853631513
5619,0.0004538047676102444
3908,0.00045161173622875763
20959,0.0004501245991540673
31549,0.00044876742170129084
36352,0.00044648256244219644
35168,0.000445990774910001
44244,0.0004446534213357872
8400,0.00044193655605334717
262589,0.0004324114117615098
9145,0.00043083096166381194
5430,0.00043073357544031984
29256,0.00043048673607295904
29386,0.0004304855367988409
31615,0.00043045612532740846
18302,0.0004255445481063849
1226,0.00042528206552797576
12353,0.0004242707263258782
15802,0.00042367737024460474
16657,0.0004215358135485162
226,0.0004209437284667503
3265,0.00041741070699075273
32787,0.0004173070167673605
7641,0.00041610758781649484
6614,0.00041568875452045116
4181,0.0004142012356019268
3128,0.00041383649253747153
19527,0.0004132672666300408
4010,0.0004121013650531765
9381,0.0004097520414770116
24400,0.00040910242330221885
22284,0.0004090146216736344
378,0.0004077164746023122
9617,0.00040752744348240133
5466,0.00040656474312120893
38861,0.0004057315132703012
109,0.0004051059555919909
224,0.00040296371861253775
53037,0.00040267733646829923
45090,0.000402174648698482
29695,0.00040047650617990136
31027,0.0004001081215467441
197556,0.00039936403286139186
4771,0.0003978086187835878
7155,0.0003973443058950332
3246,0.00039549821134597825
30023,0.0003926156826628389
10036,0.00039216346584515776
8764,0.0003894381108497017
12312,0.00038865217536599415
6079,0.00038849865644487934
6697,0.00038802004719221464
5006,0.0003867505742992963
72,0.0003859065020719065
31898,0.00038349193405166107
1653,0.00038261559421894276
43234,0.0003825531675164658
6866,0.0003790929890916315
10774,0.00037834712291585703
30986,0.00037789222750493845
6325,0.00037716297327008606
12989,0.00037663504321374904
7792,0.0003763171551171118
8426,0.00037405838039732684
56048,0.00037315923695093004
51207,0.0003709096946571169
11232,0.0003687410121773736
6621,0.0003682329957613467
46690,0.00036752805092228884
26496,0.0003671870991489852
703,0.0003669218670025426
9506,0.00036681057302883393
3371,0.0003650334180904837
14754,0.0003626998039300793
1741,0.00036192064487534
45758,0.0003610023464158297
23969,0.0003605300348568262
58466,0.00035912410603350473
38040,0.0003572771702053848
2687,0.000356991858072259
2611,0.0003568908098462687
808,0.00035613808936369183
8103,0.00035345093522005965
44034,0.00035299912357982644
7821,0.0003513043819342515
12252,0.00035118475161790994
11664,0.00035113850610353064
531,0.00035010099372981854
1290,0.0003492364887362253
25184,0.0003484614075863815
2386,0.00034709956597145754
4515,0.00034680229900330243
5603,0.0003462539035663621
11096,0.00034602620706798666
205647,0.00034562286640138094
637,0.0003448349840408934
36998,0.0003447482139911108
33915,0.0003436750450424549
271,0.00034160063317429
14654,0.0003415194772845476
4694,0.00034135998123420495
17429,0.00033988408537883555
5438,0.0003395243098846709
19429,0.00033688012382788074
5972,0.0003366737399452572
2572,0.0003359380415473225
11492,0.0003343910707481704
9443,0.0003340146077473299
15895,0.0003338502062623507
22645,0.00033268791868609033
17488,0.00033111604782945107
4816,0.0003293061754578808
14259,0.0003292954348133592
1906,0.0003265421262586759
5408,0.00032637540904053387
38193,0.00032302716260588257
36926,0.00032235915374320294
2852,0.0003214036392641804
3329,0.0003179215544239913
7065,0.0003176284778860926
3633,0.000316332951614557
58224,0.00031414721141151945
47377,0.00031226146611688796
17622,0.0003082631073972577
14265,0.00030822279814928487
1538,0.0003058224435837312
27085,0.0003058224435837312
10430,0.00030561881401118535
14877,0.0003050582826055629
19050,0.00030481132315323393
15029,0.00030481132315323393
20473,0.00030461529327651695
7482,0.00030387158689624514
4795,0.0003022037391930945
11556,0.00030171803224834557
7992,0.00030154143504450607
37457,0.0002989277483354949
8897,0.00029816625565253093
57,0.0002976356638638702
15003,0.0002964974144859498
12578,0.0002960690289405818
9930,0.0002953677505447047
17430,0.00029510041752565746
1554,0.0002946765455863681
4685,0.0002941258329622353
8781,0.00029320212068169175
25229,0.000292968709830116
39651,0.0002929103392292372
29562,0.0002923701758675058
6400,0.00029192192512181926
24218,0.00029125889030188654
39891,0.00029057854684924747
43727,0.00029055307734944405
5390,0.0002898404577204551
262206,0.0002886883873607444
40676,0.00028699507637061254
5578,0.00028651116834925395
6535,0.00028534203098359054
27986,0.00028417954037213405
11172,0.0002830622270136826
157,0.00028304502896797065
56044,0.000282576510605555
7679,0.00028216113582476806
3758,0.00028194900566045565
15480,0.0002806932650572475
12301,0.00028032035358807464
9389,0.0002783616277117241
5503,0.000278259270402076
5413,0.00027804501767989106
9790,0.0002779457522769733
790,0.00027614508369318405
12670,0.00027598625778342745
1955,0.00027443228766515273
17184,0.00027399097203392026
23201,0.00027370707290715686
8501,0.00027168127979165926
23700,0.00027111695898928236
38285,0.00027022658529408933
17072,0.0002699286540838426
17962,0.000269752505205176
32392,0.0002697524998183066
3255,0.0002692204076635304
9919,0.00026829454869453314
8218,0.0002679834928351102
4862,0.00026740505250411674
25255,0.00026690177636523463
31042,0.00026530015441553304
5378,0.0002651356676608018
7430,0.00026487566255354504
55644,0.0002644200239206608
12400,0.0002638522589977692
8866,0.0002636991333723125
24086,0.00026349375637132376
7632,0.00026166277822621325
7162,0.0002597543505180939
8529,0.0002594253676014923
9009,0.0002590378479907632
3354,0.00025721914414253574
19773,0.0002557808690166832
4775,0.0002557492457939423
59703,0.00025571363222653287
386,0.0002554221300699557
38322,0.0002554221300699557
9395,0.0002547860644648627
9929,0.0002547580633752389
3737,0.00025334680097405444
8717,0.0002531503479676649
8422,0.00025274465774056953
45102,0.00025229975255537684
6855,0.000251276568983188
20978,0.00025092523017445874
45430,0.0002503264895887459
60280,0.0002497440393047348
16586,0.0002494851959710105
1767,0.00024939406583012266
8767,0.00024904031929314326
1241,0.0002488898314239646
4193,0.0002486844207999564
8473,0.00024605984918070093
39392,0.0002458532384774229
45011,0.0002450775368220964
33070,0.00024369079382518944
7795,0.00024279341658417679
7122,0.00024215964297581374
23106,0.00024178518173393267
29355,0.00024139839705315173
87,0.000241162256937539
12129,0.00024097717098655095
18978,0.00024075173411053428
9901,0.00024057487934341516
33588,0.0002401959440694728
37027,0.00023963046328629069
7562,0.00023935154135392776
12715,0.0002385111754648575
23816,0.00023819430961331822
10103,0.0002378236579819855
5645,0.00023760497284704086
22742,0.0002369756714698289
31822,0.00023685738957680936
8386,0.00023497401010649018
20562,0.00023343997853996976
12912,0.00023274972978651378
9845,0.00023246283747939794
8560,0.00023080862648124176
45820,0.0002307371156735692
497,0.00023022071906235128
7726,0.00022997070229620122
29119,0.0002297153503730565
34400,0.0002283548931794047
803,0.00022735048644158306
21021,0.00022670370667707377
9583,0.0002260041437797336
20771,0.00022558783044191296
15706,0.00022429377903260587
37140,0.0002227872097898249
6306,0.0002225885913284616
27747,0.0002218800385509377
38022,0.0002214075727728174
4721,0.00022134193013084648
24547,0.0002210571560275129
3249,0.0002207819414427463
20080,0.00022066218913132158
17228,0.00022050643101672443
41164,0.0002204450612165503
9354,0.00022016600697811174
8926,0.0002193532388944388
38895,0.00021730045510718192
29314,0.0002165646019715736
13979,0.00021651938642084807
549,0.00021587916438232344
14522,0.00021578147645657077
26554,0.00021567754383617727
5056,0.00021513629002511639
42961,0.00021434651528226922
38661,0.00021433127906927214
10886,0.0002142828423400071
8997,0.00021402847274278432
13037,0.00021397534196304204
20773,0.0002139680960447824
8100,0.00021243902826424032
38266,0.00021147660909584117
8517,0.0002108256108038643
42610,0.0002102440884111479
14977,0.0002085170127853396
36974,0.00020838445056233927
10490,0.00020753879152645346
15897,0.0002073511112084753
2897,0.00020672331805170226
53006,0.00020661894015715606
9908,0.00020660355577302114
45271,0.0002045772854594438
27947,0.00020401492269628966
46606,0.00020250813542765453
60330,0.00020246529385892779
2379,0.00020150229354005803
3267,0.00020115129616376663
7011,0.00020080412543069904
55441,0.00019892074596037986
31200,0.00019884375462335247
21575,0.00019789185237341182
21219,0.00019663124870241297
13649,0.000196304007355316
8030,0.00019612898263660176
2607,0.00019571514624897084
1901,0.00019569209543983266
1836,0.00019472442941431779
13977,0.0001946364123632305
7670,0.00019448508856379203
1237,0.000194260270427036
15932,0.0001940531645836249
55430,0.000193612815954718
42337,0.00019296967962713964
14135,0.00019279607038279658
38809,0.0001926244188105367
13591,0.0001919568978913523
36944,0.0001914115192929461
32440,0.00018991842194850968
17908,0.0001898625875555113
11714,0.0001891211356035196
39603,0.00018815165033859042
3223,0.00018749625860476555
6262,0.00018708236071837347
133414,0.00018672362177164605
62904,0.00018668489190685428
37154,0.0001865456351855557
45069,0.000185378350721418
35320,0.00018511555298994964
60339,0.00018510929651137245
37119,0.0001844028972542983
20804,0.000184365589057524
1251,0.00018394047551286552
9534,0.00018392470121843173
13325,0.00018376402546114442
24139,0.00018366128013969427
3598,0.0001824076856021283
21195,0.00018224872417849802
26613,0.000181404424327871
28509,0.00018085263277515555
35908,0.00018002384270399471
11260,0.00017978333304282488
12975,0.00017967720737985767
19994,0.00017966485295047157
17803,0.0001787557726297643
12876,0.0001779345175768231
491,0.00017775514810345938
56042,0.0001776528300569992
12357,0.00017723443336156502
2110,0.00017718977932309712
11888,0.0001760004476605227
12334,0.00017593480188857945
9723,0.00017573037836496604
5580,0.00017572489635587964
6071,0.0001754108710709189
24138,0.0001747439344104453
22192,0.00017452649758291217
56047,0.00017451408747648685
2675,0.00017409202895894463
41095,0.00017401260090652276
12338,0.0001737823009511228
63008,0.00017351352219254775
47605,0.0001732765408149553
2715,0.0001729121723226386
1742,0.00017193409724537093
15659,0.00017107875153453555
5518,0.00017093727799627267
14117,0.00016962290977474151
35805,0.00016961996917579951
17924,0.000169323393984189
23655,0.00016888827704013748
391,0.00016851624069681216
18747,0.0001684432368770934
28513,0.00016834977904394316
7522,0.00016791020342681983
40581,0.00016789030954198882
3212,0.0001678297156517715
7568,0.00016736101546174943
62600,0.0001672117239057199
16322,0.00016702581548012752
42020,0.0001664556149506937
17477,0.00016641257818059816
17561,0.00016583251961099245
21976,0.00016533629515508023
25513,0.00016510430401303652
29208,0.0001649835679128666
10834,0.00016432113430388303
4185,0.0001637643291810882
13194,0.00016305338349376406
44581,0.00016281284410922853
28024,0.0001627274156696555
4621,0.00016272368822756606
37133,0.00016250874286754207
328065,0.00016223368364988216
37130,0.00016204879551388066
6471,0.00016193166015796874
37705,0.00016178999033678105
45629,0.00016167665550687098
387,0.0001616105698938075
8001,0.00016135224640315577
12816,0.0001613428412906778
35297,0.00016091564517064773
6663,0.00016070845868002373
16097,0.0001605961881093246
13030,0.0001605219427620284
28006,0.00015995661193547915
134548,0.00015972851603040418
327693,0.00015965141610427877
7671,0.00015892135340026746
15502,0.0001587532078858819
11956,0.00015846166113615227
17306,0.0001582472082225098
3477,0.0001580132693389362
27046,0.0001572160538423111
37981,0.00015694828919326636
55286,0.00015685556221530422
4670,0.00015679100704228623
10753,0.00015670739030105018
17379,0.00015667923498322077
2107,0.0001565430736045376
17408,0.00015627538118463398
11992,0.00015615466290970942
3372,0.0001554886652259407
39608,0.0001553522980652233
8732,0.00015524392960033476
745,0.00015524300581919027
3999,0.00015515459445962902
6122,0.0001549728225097062
24724,0.00015496390690775412
17968,0.0001535293513667757
63949,0.00015348502611984056
40387,0.00015329885396828731
12392,0.0001530881619487472
37611,0.0001528227913059005
14325,0.00015227347492461534
2495,0.00015219499814912742
7049,0.0001521471816722495
23473,0.00015210714359443865
12929,0.00015210531341244558
15994,0.00015200938153170536
57218,0.00015189376149607874
20860,0.0001517156002259411
12406,0.0001516490575061677
27680,0.00015111878130894506
25441,0.00015094079085200838
23889,0.00015078523153295789
11686,0.00015075773755097522
8448,0.0001506703576255357
7381,0.0001504235730785995
3385,0.0001502762946300357
23148,0.00014946160737188161
6659,0.0001490615565316073
9365,0.0001488185569970887
9370,0.0001488036528736941
6900,0.00014842823920848905
33132,0.0001478913378738009
557,0.00014770844632461228
36149,0.00014768379339823222
15600,0.00014753205483837155
37468,0.00014739046785342745
4768,0.00014733974220203195
47524,0.00014672422921153356
39642,0.00014670105387538346
8468,0.00014666479314632023
383,0.0001460952377119936
797,0.00014600675131807864
1930,0.0001457448272860641
63711,0.00014573769710803303
12350,0.00014541942245412315
8437,0.00014503727753161318
4782,0.00014493053447789622
23352,0.0001447442081922197
12978,0.000144684437518964
12513,0.0001445615154224547
15704,0.0001443645947698964
13188,0.00014423395913855383
17,0.00014412328833370713
440,0.00014403368711107757
28885,0.00014400318593985902
4668,0.0001437846620357464
6559,0.00014374056181361367
4811,0.00014354739224322526
35753,0.00014352968252861987
13124,0.00014347607878470984
17819,0.00014267029238858292
4750,0.00014245658794021868
29571,0.00014243385846128147
4773,0.0001422448701302703
3766,0.0001421930314562909
18809,0.00014186766005781087
7782,0.00014160417267423592
27995,0.0001410568870952822
132602,0.00014069371750569982
11663,0.00014044629764380293
9814,0.000140436310888067
7015,0.00014025086018528655
37287,0.00014017146634106055
38195,0.00014011065042890565
9497,0.0001398114488355901
205869,0.00013960323650119523
49544,0.00013916760410263336
29863,0.00013891736876722619
10782,0.00013829386396343812
17055,0.00013820417922675625
3136,0.0001380248097533925
3662,0.00013798737853802932
12291,0.00013793512501671066
8308,0.00013777966187779333
357,0.00013775575554334692
1715,0.00013775575554334692
1942,0.00013774613108344746
12849,0.00013758646310289586
30110,0.00013744879467518222
6648,0.00013724710769909428
15854,0.0001372176471232557
1503,0.00013721652160794977
3527,0.00013700754731037454
9286,0.00013686123817956125
5050,0.00013665762879650016
19151,0.00013650426489497574
13490,0.00013628322200702754
15395,0.00013624647489069586
15964,0.00013620673561793637
4704,0.00013576418021488546
14477,0.00013543625266172933
18182,0.00013541432275924727
4544,0.00013401170099297606
4818,0.00013398899660270854
23650,0.00013388463105933003
17853,0.00013356466533494623
54489,0.00013327827770610813
60781,0.00013307761156476283
9811,0.00013276459525051476
37251,0.00013276102364900407
12883,0.00013266098578420353
11022,0.00013237467134243495
58593,0.0001323652585381781
50810,0.00013219978456347118
12663,0.00013218712427013303
17547,0.00013212414854240162
29247,0.00013210561713238936
1452,0.00013183548154489292
17841,0.00013177136473815687
1464,0.00013174579754384198
1998,0.0001316990626451412
3701,0.00013160576930043978
23947,0.00013133136845824823
26810,0.0001311190850288888
36049,0.0001310299347627724
3676,0.00013085293304597876
196844,0.00013078390254006776
25472,0.00013061854209493775
26677,0.00013051029719601112
3302,0.00013043926413859467
8346,0.0001303455985354362
2857,0.00012975610065869402
1968,0.00012897385308389508
17054,0.00012894069804954733
14492,0.00012889953262805839
50607,0.0001288605709816261
49100,0.0001283115451195079
15830,0.00012805648435650226
8455,0.0001278378224544566
6821,0.0001275288975302212
8342,0.00012744000757380908
5078,0.00012741671579656857
33660,0.00012737109782657685
132525,0.0001272535920499151
21859,0.0001272226976430437
22995,0.00012717295661488666
3680,0.00012708327187820482
18081,0.00012680881694912113
15516,0.00012663484819479547
29518,0.00012614956415581371
2874,0.00012604007657377898
10091,0.00012474536006867786
33788,0.00012471243572800844
513,0.00012415796715414286
11845,0.00012380211869364463
39927,0.0001237274638821902
20632,0.00012347916894176763
6429,0.00012329434023702378
3308,0.00012280521250761898
27364,0.00012209668780725443
50673,0.00012206505235610993
10282,0.00012191454238988193
19271,0.00012185908816339652
8365,0.00012175970833701977
42708,0.00012128270123462727
611,0.00012108122788369743
4609,0.00012081576664280191
26577,0.00012053628610042857
57344,0.00012042273601740498
34397,0.00012022938790345955
647,0.00012003846747635673
13156,0.00012003413615080929
42525,0.00011993155044974377
45489,0.00011990945329077622
28329,0.0001198640896958675
12969,0.00011984294462248721
5388,0.00011979200938354698
16010,0.00011973286420494157
10396,0.00011970110284628907
26794,0.00011961837352768359
46832,0.00011901274484382997
2665,0.00011884749309766228
46749,0.00011808628609512583
2688,0.00011783068179153942
5615,0.00011765800758949163
36914,0.00011756300272126824
12066,0.0001173468650908627
8111,0.0001173045450477369
15589,0.00011719234438794133
131596,0.00011695865501387388
27925,0.0001169488966331539
4466,0.00011671209821816554
28840,0.0001165439246019579
42298,0.00011632110347638082
393952,0.00011614169090388353
239,0.00011605204926633525
21283,0.00011604174277899347
6075,0.00011596236452965336
8,0.00011580724028645001
21299,0.00011578190572503045
14340,0.00011569331031960776
291,0.00011569325309148599
8369,0.00011566789591372453
8803,0.0001156036255829259
7533,0.00011557534354550058
777,0.00011542425610956217
16265,0.00011538160435011254
28118,0.00011534652400936134
132,0.0001153345713728803
11259,0.0001152641013591522
36375,0.0001151488719381307
52,0.00011514701352508177
6289,0.00011510815076610599
59,0.00011506551716283472
25180,0.000115057497083779
29992,0.00011488614768947099
19957,0.00011488614768947099
21826,0.0001148677232901882
23005,0.00011484956531311313
28812,0.00011484223190294153
32,0.00011483624652952464
361,0.0001147964629527891
42848,0.0001147964629527891
326,0.0001147964629527891
26662,0.00011478830008730892
11363,0.00011469876777156508
41313,0.00011466192843152755
9264,0.0001144012496804879
12586,0.0001143446256025319
33491,0.00011430703338747062
6407,0.00011427288163269372
9371,0.00011423078634037638
19165,0.00011413868623790837
132203,0.00011410594124048108
217,0.00011407898505933417
31034,0.0001139599593381149
32475,0.00011389961558597044
