1,3356
2,1299
3,174
4,6939
5,7018
6,2914
7,4134
8,3257
9,209
10,721
11,4837
12,7922
13,6453
14,701
15,6762
16,12956
17,5511
18,58453
19,9808
20,17676
21,4766
22,3320
23,7843
24,6461
25,27064
26,1239
27,1273
28,71
29,6167
30,6830
31,4713
32,16509
33,9318
34,2828
35,3491
36,367
37,4637
38,3786
39,3269
40,2516
41,2152
42,8075
43,9394
44,3215
45,10429
46,4538
47,2686
48,3549
49,31399
50,714
51,9498
52,1221
53,8452
54,7377
55,2647
56,4230
57,22773
58,5650
59,22822
60,15557
61,2497
62,12389
63,10026
64,7029
65,3462
66,8151
67,8881
68,9680
69,7738
70,2856
71,22394
72,4847
73,5400
74,286
75,21928
76,10507
77,12322
78,7473
79,26599
80,2907
81,20115
82,4249
83,15412
84,3
85,3352
86,1103
87,26615
88,14618
89,9002
90,4812
91,2119
92,2603
93,7713
94,575
95,306
96,5089
97,7332
98,17858
99,577
100,28573
101,1257
102,9121
103,3910
104,702
105,3209
106,680
107,3561
108,37100
109,3292
110,6805
111,6389
112,1541
113,12880
114,10796
115,4755
116,1136
117,852
118,3301
119,786
120,4808
121,5607
122,14080
123,6713
124,20001
125,12576
126,5410
127,13285
128,9824
129,21320
130,9505
131,1267
132,45899
133,9644
134,8928
135,237
136,10310
137,16637
138,12479
139,9829
140,20940
141,7545
142,6327
143,6128
144,7552
145,1668
146,23693
147,36992
148,37963
149,3303
150,5617
151,33363
152,48159
153,11351
154,20057
155,2200
156,17506
157,1659
158,4804
159,24863
160,31133
161,11427
162,7575
163,8167
164,30722
165,4780
166,3651
167,2381
168,812
169,22927
170,11426
171,4826
172,7303
173,39386
174,23520
175,12430
176,18881
177,11003
178,27699
179,6667
180,3216
181,26611
182,17557
183,15169
184,10455
185,36947
186,4788
187,13489
188,36351
189,8220
190,12874
191,6774
192,8966
193,9924
194,23724
195,20485
196,719
197,5432
198,8447
199,29049
200,3741
201,8359
202,45609
203,8048
204,81
205,7385
206,45595
207,2518
208,668
209,37069
210,768
211,9143
212,64049
213,55836
214,34984
215,1759
216,17816
217,37353
218,2519
219,7004
220,25019
221,24835
222,33771
223,6983
224,10481
225,4761
226,16625
227,5713
228,14962
229,46887
230,2527
231,24785
232,12271
233,385
234,2510
235,9299
236,17511
237,48237
238,35819
239,7474
240,16735
241,5588
242,600
243,4152
244,20764
245,11164
246,19108
247,51964
248,9105
249,6739
250,8657
251,17974
252,56041
253,32098
254,7418
255,22561
256,35994
257,16276
258,137
259,9049
260,12713
261,35916
262,37168
263,4725
264,1761
265,297
266,5769
267,36994
268,12741
269,4651
270,56046
271,9304
272,8708
273,27065
274,293
275,553
276,6619
277,5384
278,13999
279,559
280,7470
281,4739
282,9050
283,1916
284,24560
285,3816
286,10010
287,16086
288,27066
289,9605
290,9158
291,6848
292,12552
293,6799
294,6057
295,16591
296,9116
297,10013
298,10620
299,7132
300,33891
301,24608
302,2764
303,2116
304,210
305,9269
306,23563
307,36935
308,766
309,30844
310,17964
311,2609
312,2860
313,29975
314,855
315,24444
316,36937
317,31334
318,4589
319,4809
320,56040
321,6503
322,101
323,37693
324,9674
325,19782
326,6922
327,8228
328,12200
329,1213
330,1101
331,58461
332,36925
333,2514
334,8551
335,8402
336,38091
337,15924
338,17621
339,8190
340,197207
341,3479
342,13127
343,5483
344,1680
345,27831
346,9812
347,3243
348,38082
349,16232
350,24445
351,6871
352,2018
353,4565
354,270
355,4760
356,17421
357,10695
358,18566
359,52320
360,9848
361,11830
362,9595
363,18734
364,8612
365,9198
366,13768
367,15290
368,18101
369,22085
370,9316
371,5610
372,4648
373,9500
374,20676
375,7497
376,1853
377,26769
378,21502
379,28917
380,13237
381,27978
382,3378
383,6730
384,18779
385,18403
386,17552
387,12638
388,13536
389,17709
390,6147
391,43754
392,12083
393,37492
394,5391
395,2529
396,9457
397,36903
398,17813
399,18676
400,37903
401,55410
402,17623
403,10318
404,10474
405,6849
406,24158
407,6181
408,7046
409,200612
410,13335
411,8968
412,30036
413,36884
414,376
415,19037
416,8374
417,1764
418,22047
419,11404
420,133612
421,24940
422,37662
423,4657
424,12714
425,59605
426,7160
427,14061
428,2711
429,16135
430,17638
431,158
432,9416
433,62
434,14041
435,18126
436,9957
437,5619
438,3908
439,20959
440,31549
441,36352
442,35168
443,44244
444,8400
445,262589
446,9145
447,5430
448,29256
449,29386
450,31615
451,18302
452,1226
453,12353
454,15802
455,16657
456,226
457,3265
458,32787
459,7641
460,6614
461,4181
462,3128
463,19527
464,4010
465,9381
466,24400
467,22284
468,378
469,9617
470,5466
471,38861
472,109
473,224
474,53037
475,45090
476,29695
477,31027
478,197556
479,4771
480,7155
481,3246
482,30023
483,10036
484,8764
485,12312
486,6079
487,6697
488,5006
489,72
490,31898
491,1653
492,43234
493,6866
494,10774
495,30986
496,6325
497,12989
498,7792
499,8426
500,56048
501,51207
502,11232
503,6621
504,46690
505,26496
506,703
507,9506
508,3371
509,14754
510,1741
511,45758
512,23969
513,58466
514,38040
515,2687
516,2611
517,808
518,8103
519,44034
520,7821
521,12252
522,11664
523,531
524,1290
525,25184
526,2386
527,4515
528,5603
529,11096
530,205647
531,637
532,36998
533,33915
534,271
535,14654
536,4694
537,17429
538,5438
539,19429
540,5972
541,2572
542,11492
543,9443
544,15895
545,22645
546,17488
547,4816
548,14259
549,1906
550,5408
551,38193
552,36926
553,2852
554,3329
555,7065
556,3633
557,58224
558,47377
559,17622
560,14265
561,1538
562,27085
563,10430
564,14877
565,19050
566,15029
567,20473
568,7482
569,4795
570,11556
571,7992
572,37457
573,8897
574,57
575,15003
576,12578
577,9930
578,17430
579,1554
580,4685
581,8781
582,25229
583,39651
584,29562
585,6400
586,24218
587,39891
588,43727
589,5390
590,262206
591,40676
592,5578
593,6535
