asn,cone_asns,cone_prefixes,cone_addresses
11363,2,19,335872
9371,5,34,335360
8111,2,14,334848
132203,3,332,334080
4466,3,378,334080
27925,1,33,333824
28347,124,637,333568
8,1,25,333568
27552,59,180,333312
17451,121,1139,333312
16150,40,284,333312
3480,9,17,333056
61832,173,684,332544
31034,8,112,332544
18068,8,137,332544
32190,1,7,332288
14340,2,78,332288
42298,4,157,332032
36866,15,103,332032
393952,1,33,331776
2854,168,259,331776
8369,13,62,331520
239,1,9,331264
6075,1,49,331008
3602,1,243,331008
12455,7,108,330496
2588,63,211,330496
291,1,12,330240
8803,1,14,329984
3064,5,101,329728
777,1,10,329472
6289,1,19,329216
132,1,11,329216
32475,2,264,328960
28825,3,51,328960
36412,5,9,328704
52,1,9,328704
28812,6,25,328448
59,1,8,328448
29992,1,14,327936
21826,1,528,327936
818,2,6,327936
42848,1,7,327680
27807,1,5,327680
26662,1,10,327680
17633,1,28,327680
361,1,5,327680
326,1,5,327680
217,1,5,327680
6905,6,31,326400
5563,79,335,325376
62943,34,377,323840
7524,2,67,322560
13041,6,14,322304
45510,2,194,321792
197394,8,69,321536
5778,1,118,321280
26810,1,10,320768
11340,8,155,320768
23487,13,1088,320256
39326,57,212,319488
13036,1,16,319488
4662,2,26,319488
30950,24,73,318464
22925,39,136,318464
58543,1,391,317184
36493,9,289,317184
62081,173,428,316672
22205,8,77,316672
46261,6,347,316160
6853,6,52,315904
55002,94,317,315136
6360,5,65,315136
14263,10,25,314624
50710,16,489,313600
17849,1,81,313600
11486,34,207,313600
21852,1,15,313088
7529,26,100,313088
3300,9,91,313088
5605,4,33,312832
3597,26,157,312832
52361,115,618,312576
5639,4,247,312320
35280,82,290,311808
11315,1,47,311040
48076,12,581,308992
6300,12,99,308992
17554,18,199,308736
11489,1,38,308736
2830,5,130,308736
26827,14,73,308224
28226,70,360,307968
30781,130,414,307712
12332,11,45,306944
34123,44,139,306432
54290,1,42,306176
20845,6,70,305920
50304,43,155,305664
32592,16,216,304896
31655,3,40,304640
683,1,67,304640
12302,89,280,303872
47169,26,118,303104
8737,2,131,302848
45334,1,135,302336
29073,8,53,302336
21003,3,71,301312
206,4,51,301312
18245,2,20,301056
6130,21,345,301056
4058,20,258,300544
38264,9,402,300032
14742,37,133,299264
12735,36,907,298752
20021,11,55,298496
49685,27,137,298240
11814,8,88,297984
15475,1,15,297728
34309,54,208,297472
28283,117,631,297472
24572,6,74,296960
24757,1,117,296192
6768,62,275,296192
73,1,12,296192
43391,25,1071,295936
17941,11,137,295936
18,1,7,295424
40065,7,653,295168
1970,2,18,295168
26854,5,31,294912
12709,5,147,294656
16960,3,187,294400
6908,55,166,294400
8932,74,336,293120
132199,1,418,292096
46844,6,391,292096
20910,12,52,291072
53013,120,651,290816
17839,1,120,290816
6910,71,386,290560
747,1,83,290560
7850,30,207,290304
36522,1,253,289536
10835,34,317,288768
243,1,95,288768
9658,33,564,288000
24691,3,30,287744
7127,1,6,286976
9351,5,71,286208
58085,6,57,285952
3900,26,196,285952
8391,14,61,285696
1249,3,12,284928
33662,55,242,284672
12946,5,35,284160
11058,74,961,283904
3848,1,139,283392
61568,144,625,283136
50266,1,9,283136
52965,163,549,282368
26801,41,220,282112
26228,1,33,282112
50010,4,111,281600
302,9,24,281088
24482,53,761,280320
8147,1,9,280320
2716,9,86,280064
9329,11,115,279808
2506,1,24,279808
30999,5,78,279552
12708,1,7,279552
7514,6,46,279040
27357,1,57,278784
25512,37,99,278784
16814,63,373,278528
46573,6,1086,278272
32613,11,58,277760
53087,132,528,277504
35807,1,552,277504
23537,1,15,276992
46375,6,47,276736
33597,30,234,276736
9597,1,20,276736
1351,8,31,276480
28343,91,472,276224
4185,1,23,275712
13333,13,37,275456
4583,1,34,275200
39737,108,603,274944
127,1,20,274944
41733,2,54,274688
36912,4,60,274688
21286,1,26,274688
7684,1,22,273408
10021,27,190,272896
122,1,9,272896
28118,2,48,272384
9587,5,429,271360
36891,1,8,270336
9801,2,89,270080
6539,1,94,269824
16983,1,39,269568
38701,2,18,269312
25820,1,128,269312
409,1,15,269312
36444,1,80,268800
33154,30,82,268800
32244,2,33,268800
7693,29,141,268800
2576,2,20,268800
38841,1,259,268288
4922,29,184,268288
23089,4,233,268032
43852,26,306,267776
131591,1,214,267520
29357,1,74,267520
24631,45,306,267264
1843,1,14,267264
14989,2,32,267008
8641,130,384,267008
45057,1,57,266752
34772,62,304,266496
28220,10,184,266240
35104,34,361,265984
246,1,19,265984
31287,85,394,265472
20161,25,252,264960
15009,2,19,264960
9155,20,499,264960
792,1,24,264960
27026,13,105,264704
19113,1,15,264704
43939,1,96,264192
12310,102,441,264192
4673,2,26,264192
52950,13,75,263936
7979,17,302,263936
19902,1,5,263424
6126,1,36,263424
4901,5,7,263424
68,1,8,263168
45903,46,514,262912
55,2,7,262912
9159,1,6,262656
36384,2,22,262400
4454,1,25,262400
299,1,5,262400
200517,1,11,262144
197288,1,5,262144
40127,1,4,262144
27836,1,4,262144
14298,1,65,262144
7246,1,33,262144
3917,1,17,262144
1945,2,4,262144
74,1,4,262144
16058,2,24,261120
16713,37,269,259072
15419,6,78,259072
12843,31,149,258304
6412,28,160,258304
18049,1,102,258048
6703,37,321,258048
12684,8,126,257792
6568,13,202,257536
12390,5,59,257280
9676,2,143,257024
42863,3,19,256768
13329,32,254,256256
11960,3,23,256256
4618,32,307,255744
19817,2,63,255488
8513,9,87,255488
11242,14,93,255232
48084,51,273,254976
34058,1,18,254976
31122,31,99,254720
25653,1,43,253952
37619,10,36,253696
25144,21,210,253184
23114,9,208,253184
16629,16,41,252928
61157,12,291,252416
22351,15,197,252416
39501,1,88,251904
25515,7,133,250624
15180,3,7,250368
8010,1,15,249856
23870,1,116,249600
7506,6,95,249600
10223,45,171,249088
7270,2,54,249088
3593,10,72,249088
6677,24,56,248576
31242,94,209,248320
25074,20,88,247552
14051,18,77,247040
8607,19,56,246784
29465,35,360,246528
8376,10,767,246016
19182,1,22,245760
16572,1,11,245760
50581,76,304,245504
29405,43,163,244992
28210,63,293,244992
28554,4,261,244736
21547,21,116,244736
9874,1,92,244480
6724,25,102,244480
34779,83,142,244224
15164,47,153,243968
9822,47,307,243712
22646,6,275,243200
8339,6,28,243200
17439,37,932,242944
18001,9,140,242688
393249,1,34,242432
30517,55,250,242432
27768,11,202,242176
14361,5,71,241920
25454,42,327,241664
21508,33,73,241664
28685,8,58,240896
55960,1,35,240640
327814,5,47,239872
15774,15,244,239872
28910,44,226,239360
44869,3,15,239104
28299,84,378,239104
32703,38,278,238592
23930,20,302,238592
56132,2,14,238336
17762,37,671,238336
49342,19,61,237824
9070,43,337,237568
29286,3,142,237056
37309,1,16,236544
38726,10,173,236288
13576,28,255,236288
13238,3,74,236032
14615,3,74,235520
24961,14,101,235008
8323,16,37,235008
50928,78,281,234752
25106,7,57,234752
15962,12,47,234496
32748,27,174,233984
17356,9,29,233728
10199,1,104,233472
5976,1,59,233216
43205,7,279,232960
28202,14,1050,232192
16526,1,336,232192
11014,77,653,232192
2108,2,9,232192
24319,3,95,231936
132839,2,317,231424
1403,1,17,231424
36874,13,44,231168
28545,10,162,230912
41012,1,8,230656
6527,1,33,230656
42926,15,876,230400
37105,7,73,230144
4663,1,70,229888
6192,1,6,229632
1488,1,5,229632
395139,1,13,229376
47232,61,144,229376
42894,1,33,229376
30764,5,17,229376
25310,1,4,229376
10405,1,9,229376
9943,1,112,229376
6789,48,248,229376
33330,1,398,229120
31400,8,135,229120
196709,47,240,228864
39153,53,228,228864
5180,1,51,228608
20928,14,79,228352
9584,11,95,228352
17799,1,35,227840
262195,33,537,227584
51074,12,68,227584
45528,4,986,227328
19752,20,121,227328
17864,2,149,227328
47794,15,721,227072
39134,61,495,226816
21050,23,282,226816
24955,23,292,226560
15404,1,147,226304
195,7,44,226048
3475,1,79,225792
134810,1,18,225280
29422,18,52,225280
17378,45,181,225024
9885,44,436,225024
25369,33,195,224768
25091,44,110,224768
28481,1,72,224256
21453,33,123,224256
27889,1,15,223744
25394,18,92,223744
21351,9,80,223744
22552,3,45,223488
2044,7,51,223488
133481,1,322,223232
20459,4,23,223232
17922,145,574,222720
12530,25,51,222720
14230,21,198,222464
9398,40,255,222464
33762,5,30,222208
17428,2,63,222208
32982,2,32,221952
14793,18,181,221952
131090,1,426,221696
20013,2,173,221440
7106,17,105,221440
6736,47,219,221440
197426,8,74,220672
3213,12,46,220672
33189,8,38,220416
2048,1,101,220416
42652,25,113,220160
6682,40,192,219904
15598,17,91,219648
1798,1,24,219392
23772,1,33,219136
9650,4,58,218624
12958,2,34,218368
22909,37,125,218112
23184,13,83,217600
134762,2,55,217344
15288,1,19,217344
5669,3,53,217088
49063,95,280,216832
27866,1,122,216576
28263,83,475,216320
28400,5,137,215808
11776,12,184,215808
57866,39,105,215552
15318,2,12,215552
21724,2,104,214784
15763,11,48,214784
21013,30,96,213504
12605,11,28,213248
393223,10,405,212992
37613,41,261,212992
11757,1,37,212992
9142,1,7,212992
38,1,9,212992
29606,14,41,212480
18185,5,22,211968
14566,1,46,211968
44237,22,62,211712
56534,75,256,211456
34594,19,56,210688
2055,1,11,210688
25490,11,65,210432
6039,1,25,210176
45143,1,66,209920
42973,17,74,209920
819,6,36,209920
37273,15,131,209664
23855,10,37,209664
29614,21,118,209152
14,1,11,208896
19956,1,16,208384
9146,9,147,208384
33182,19,274,208128
31167,30,180,208128
27405,4,8,207872
9942,17,132,207872
30372,11,30,207616
47775,20,267,207360
45543,7,162,207360
54234,5,19,207104
25956,44,315,206848
10143,36,419,206848
46849,30,227,206336
10881,9,47,206336
4686,2,75,206336
8412,3,11,206080
10846,1,16,205824
9315,2,20,205824
11019,5,71,205568
15958,39,227,204800
12824,1,12,204800
11530,1,53,204800
58682,87,582,204544
15525,19,60,204544
6720,1,13,204544
30689,8,251,204288
27738,1,786,203776
17639,44,354,203776
11139,4,467,203776
1504,1,20,203776
56736,1,29,203264
8542,9,41,203008
1479,1,22,203008
196925,23,145,202752
38616,4,736,202752
36850,1,9,202752
15943,10,38,202752
12683,5,17,202752
37978,2,24,202496
6431,1,13,202496
25,1,14,202496
53292,16,87,202240
42313,29,258,202240
19973,1,21,201984
133111,4,115,201728
34878,2,7,201728
19399,1,12,201728
396349,1,7,201472
27665,11,150,201472
41572,16,70,201216
35612,5,27,201216
30449,1,20,201216
111,1,20,201216
52228,3,400,200960
33845,2,5,200704
20569,1,7,200704
18144,1,10,200704
14571,1,11,200704
9308,1,40,200704
2501,1,4,200704
1602,1,42,200704
136188,2,85,200448
24378,1,353,199936
23793,1,16,199936
327790,1,6,199680
59587,5,64,199680
38565,1,11,199680
45545,3,62,199424
7321,1,30,199424
25577,57,173,198912
91,1,7,198912
38158,56,877,198656
37501,1,11,198656
24164,1,18,198656
13541,1,7,198656
47610,1,9,198400
36291,1,9,198400
14744,41,227,198400
3313,11,73,198400
2013,1,12,198400
159,1,7,198400
18819,1,9,198144
17917,24,339,197888
8094,1,55,197888
225,1,18,197888
262227,1,48,197632
26523,3,16,197632
22689,19,155,197632
11442,1,4,197632
4130,1,7,197632
24,2,4,197632
15735,10,176,197376
11719,1,6,197376
11188,1,37,197376
10933,1,17,197376
2637,1,9,197376
26,1,6,197376
38676,1,124,197120
18116,1,24,197120
7573,1,7,197120
7438,14,236,197120
5488,31,108,197120
1999,1,7,197120
24771,1,4,196864
23859,1,4,196864
2553,1,7,196864
2269,1,4,196864
1467,1,3,196864
34,3,4,196864
135091,1,3,196608
47589,1,203,196608
22390,1,10,196608
22252,1,31,196608
18852,1,6,196608
17435,1,3,196608
15435,1,16,196608
12079,1,7,196608
9916,1,3,196608
9760,1,2,196608
9694,1,102,196608
8057,12,257,196608
6966,2,8,196608
6591,1,39,196608
5653,1,20,196608
3778,1,3,196608
3389,1,5,196608
1637,1,3,196608
1506,1,3,196608
1477,1,3,196608
1128,1,3,196608
1124,1,4,196608
523,1,3,196608
340,1,3,196608
42689,7,28,196352
2614,26,113,196352
43668,72,178,195840
17806,34,297,195840
36647,1,37,195584
44395,23,117,195072
27257,22,180,195072
40788,1,35,194816
15694,150,347,194560
7687,1,23,194560
22566,11,81,194304
7784,14,33,194304
41881,27,249,193792
17534,7,45,193792
12297,12,128,193024
33922,10,114,192768
28725,19,91,192768
2648,1,10,192768
57724,63,506,192512
43612,18,156,192512
17877,1,24,192512
44050,9,484,192000
56402,5,48,191744
29278,26,292,191488
59622,9,42,190976
665,1,66,190976
8387,3,27,190720
27725,1,21,190464
8445,14,57,190464
45996,2,122,190208
19754,39,291,189952
37153,22,119,189184
21548,26,117,189184
52873,98,423,188928
33652,45,167,188928
23944,14,266,188672
15527,1,6,188672
14663,1,19,188416
7859,1,10,188416
49550,11,54,187904
21334,4,14,187648
15670,2,31,187136
48066,33,188,186880
132165,1,731,186624
17809,1,56,186368
3605,9,40,186368
61440,5,236,186112
25233,18,87,186112
133774,2,232,185856
200130,1,36,185600
30496,13,133,185600
12897,9,28,183808
9044,10,44,183808
29396,36,92,183552
19406,11,73,183552
38341,1,13,183296
1494,1,35,183296
29535,90,213,182528
22576,2,26,182528
13790,20,154,182272
7349,17,116,182272
48347,51,186,182016
15547,9,71,182016
53264,12,89,181504
18712,21,128,181504
45458,34,521,181248
25620,2,98,180992
21412,3,48,180992
35228,3,160,180736
36678,16,170,180480
12112,9,23,180480
37081,1,6,180224
31012,2,8,180224
6428,6,113,180224
13045,5,23,179712
13645,3,52,179456
26101,1,52,178944
15685,27,63,178944
134417,3,75,178688
24753,8,112,178432
13043,1,9,178432
16019,6,19,178176
11979,6,72,178176
9066,17,68,178176
42772,10,105,177920
9607,10,45,177920
20836,25,73,177664
14868,82,248,177664
41426,18,162,177152
29124,17,66,177152
24852,3,48,177152
7393,2,18,177152
24130,71,292,176896
60610,22,92,176640
43557,5,20,176384
38365,1,279,176384
45062,1,56,176128
15542,1,13,176128
7827,6,16,176128
44400,33,346,175872
29632,55,140,175616
1835,7,19,175616
31148,8,677,175360
45,1,11,175360
33965,16,67,175104
3790,15,179,175104
63199,2,235,174848
45204,31,245,174848
20278,8,234,174848
8245,27,86,174848
5583,6,49,174848
36031,11,69,174592
15377,44,79,174592
2920,1,109,174592
4628,13,680,174080
42739,32,103,173568
28571,1,206,173568
15879,5,46,173568
19689,2,18,173312
1489,1,18,173312
12506,3,15,172800
12491,34,331,172544
25248,28,57,172032
20507,1,15,172032
18209,2,174,172032
34086,1,33,171776
23844,2,32,171776
21949,35,113,171776
24133,5,31,171264
3663,11,72,171008
16342,8,16,170752
14992,1,22,170752
4258,25,339,170752
531,1,160,170496
54614,1,151,170240
5602,21,148,170240
8585,22,112,169984
8569,3,43,169984
7629,2,96,169984
2749,1,14,169984
33650,53,144,169728
8972,1,294,169728
48635,12,106,169472
37228,3,41,169472
44530,26,158,169216
53767,8,53,168960
18118,2,14,168704
38547,1,111,168448
26347,1,85,168192
10029,18,566,167680
35000,59,180,167424
1600,1,28,167424
16299,1,13,166144
24157,1,94,165888
17897,1,29,165888
12511,1,8,165888
9803,1,26,165888
9374,1,22,165888
41,1,4,165888
28968,54,160,165632
4983,1,123,165632
45796,35,218,165120
2900,1,10,165120
60169,17,72,164864
45194,19,483,164864
27695,1,207,164864
6072,1,27,164864
43350,42,307,164608
10113,1,179,164608
8591,39,61,164608
12,2,11,164608
55824,43,340,164352
28878,18,60,164352
10921,1,5,164352
9543,1,33,164352
25159,96,216,164096
3851,2,6,164096
2278,1,4,164096
134764,1,164,163840
37943,1,14,163840
10967,1,18,163840
1491,1,4,163840
28260,64,378,163584
28649,26,202,163328
9902,29,518,163328
393398,5,69,163072
37148,45,399,162560
35244,1,12,162560
11878,1,20,162304
10838,2,59,162304
9298,1,44,162304
59050,1,98,162048
13213,9,166,162048
5416,11,230,162048
53755,1,194,161792
11215,3,173,161792
6035,1,75,161792
4800,63,443,161792
11398,1,63,161280
8508,2,16,161280
134419,2,80,161024
20299,22,253,161024
3707,4,51,161024
24778,20,94,160256
19855,32,108,160256
2906,3,139,160000
4678,2,6,159744
3685,3,16,159744
9021,7,127,159488
7602,16,282,159488
42560,5,63,159232
27773,1,608,159232
27672,1,34,159232
5742,4,46,159232
262907,48,443,158976
131445,1,288,158976
13193,22,75,158976
58656,55,390,158464
18885,1,11,158464
9063,30,94,158464
278,5,167,158464
33934,2,17,158208
5587,1,16,157696
28250,71,338,157440
18046,8,73,157440
20746,11,374,157184
15533,14,40,157184
5760,8,37,156928
395226,2,7,156672
28550,4,13,156672
13092,3,11,156672
9993,2,18,156672
31343,2,12,156416
30361,1,37,156160
11303,1,61,155904
38880,17,160,155648
35141,1,436,155648
24416,3,9,155648
17969,1,48,155648
10066,1,148,155648
8918,1,3,155648
6099,1,17,155648
18200,11,68,155392
7690,5,27,155392
47147,34,180,154880
8851,9,35,154624
28717,19,48,154368
8905,45,139,154112
62874,10,98,153600
54113,1,145,153600
17698,1,33,153600
12668,18,36,153600
29017,14,48,153344
7475,3,21,153344
2698,2,9,153344
18260,5,23,153088
36423,3,168,152832
12414,8,23,152576
10954,3,31,152576
23138,5,44,152064
14551,7,21,152064
34867,37,119,151552
4805,2,20,151040
52551,53,260,150784
19397,2,124,150784
12831,44,146,150528
10242,5,39,150272
1706,1,23,150272
1280,11,47,150272
52091,45,148,150016
45361,1,129,150016
43833,28,231,150016
1842,2,17,150016
26658,1,142,149760
15311,4,64,149760
10599,1,16,149504
8070,1,7,149504
7091,3,8,149504
103,1,26,149504
34968,5,43,149248
15975,1,91,149248
262354,49,228,148992
21947,18,49,148992
6886,36,159,148992
2721,5,12,148992
1312,1,6,148992
48037,1,15,148736
35628,23,37,148736
34977,18,167,148736
33084,2,36,148736
13046,24,45,148736
12145,6,12,148736
6629,1,71,148736
29550,5,33,148480
21766,4,159,148480
15703,10,71,148480
2685,9,108,148480
38794,29,171,148224
26479,9,75,148224
151,1,21,148224
36996,1,19,147968
32097,9,27,147712
19422,8,66,147712
13371,1,6,147712
8778,16,41,147712
41272,1,3,147456
39554,1,2,147456
35154,1,7,147456
18313,1,63,147456
13353,1,3,147456
34610,1,27,147200
21414,60,130,147200
9186,11,55,146688
36923,2,61,146432
30619,12,135,146432
28884,38,85,146432
24867,18,87,146432
23162,1,9,146432
16084,1,12,146176
7656,2,81,146176
42003,1,61,145920
9119,60,119,145920
20214,24,61,145664
5501,1,34,145664
399,1,13,145664
33576,23,276,145408
18479,35,146,145408
10299,5,178,145408
16245,22,60,145152
19969,3,152,144896
9125,24,113,144896
29909,28,154,144640
36916,6,43,144384
31514,3,27,144384
394644,7,40,144128
265399,62,321,144128
28726,1,16,144128
8319,6,14,144128
52262,16,271,143872
49902,3,16,143872
20207,27,240,143872
11976,6,283,143872
4787,37,648,143872
1498,1,20,143872
10139,1,237,143616
7896,2,8,143616
36280,19,141,143360
17857,2,77,143360
17608,1,83,143360
10100,1,33,143360
14085,5,17,143104
3734,1,15,143104
133119,1,27,142848
21396,26,71,142592
10965,3,30,142592
3614,1,13,142592
22368,1,237,142336
11745,3,7,142336
3456,1,9,142080
11488,1,32,141824
6295,5,19,141824
28908,7,90,141568
24309,3,204,141312
20712,10,47,141312
16095,10,41,141312
12611,16,68,141312
394437,22,117,141056
37410,1,39,141056
24589,30,134,141056
23404,18,236,141056
17222,11,142,141056
16347,27,153,141056
13579,1,36,141056
27,1,5,140800
23576,2,197,140544
19653,14,43,140544
13009,15,53,140544
10049,2,52,140544
8987,1,15,140544
21277,45,327,140288
8608,2,13,140288
3573,1,224,140288
36943,2,11,140032
9541,11,457,140032
5396,11,102,140032
2544,4,19,140032
201942,2,148,139776
16796,2,19,139776
16243,22,57,139776
10235,1,48,139776
6700,18,192,139776
132029,2,17,139520
58715,78,445,139520
396190,1,97,139264
55740,3,36,139264
42910,14,476,139264
29384,4,17,139264
6877,1,36,139264
5517,1,3,139264
3931,2,7,139264
675,1,3,139264
10879,1,50,139008
5691,2,20,139008
1252,1,11,139008
42927,52,136,138752
18494,1,74,138752
26934,1,10,138496
37577,4,13,138240
13876,57,230,137984
35911,1,107,137728
17007,1,10,137728
43733,14,118,137472
9555,1,29,137472
88,1,12,137472
54543,1,8,137216
36327,15,100,137216
18310,1,79,137216
9770,1,256,137216
9260,15,525,137216
6423,6,30,137216
42,11,245,137216
201229,1,34,136960
25921,7,67,136960
16399,6,27,136960
16160,16,58,136960
14381,1,31,136960
50606,68,185,136704
7849,3,22,136704
